genres,title,price,id,developer,release_year
['Strategy'],Hyperdevotion Noire: Ultimate Wyn Set,0.99,426997,"Idea Factory,Compile Heart,Sting",2016
['Strategy'],Hyperdevotion Noire: Ultimate Generia G Set,0.99,426999,"Idea Factory,Compile Heart,Sting",2016
['Strategy'],Hyperdevotion Noire: Ultimate Vio Set,0.99,427001,"Idea Factory,Compile Heart,Sting",2016
['Strategy'],Hyperdevotion Noire: Ultimate Saori Set,0.99,427000,"Idea Factory,Compile Heart,Sting",2016
"['Adventure', 'Casual', 'Indie']",Caveman World: Mountains of Unga Boonga,1.99,462960,GrabTheGames Studios,2016
"['Casual', 'Free to Play', 'Indie', 'Strategy']",Ghoul Kid,0.0,461750,Specter Game Studios,2016
['Strategy'],Khaaneph Fleet Pack,6.99,433242,Blackbird Interactive,2016
"['Free to Play', 'Massively Multiplayer', 'Simulation']",Steel Ocean - The New Captain Package,9.99,430120,ICE Entertainment,2016
"['Free to Play', 'Massively Multiplayer', 'Simulation']",Steel Ocean - Growth Package,44.99,460240,ICE Entertainment,2016
"['Action', 'Indie']",Dashy Square,2.99,461230,"Kastriot Sulejmani,Logan Gerrol",2016
"['Action', 'Indie']",Amaranthine - Original Soundtrack,0.99,465530,Roman Kozhukhov,2016
"['Action', 'Adventure', 'Indie']",Cornerstone: The Song of Tyrim,19.99,284410,Overflow,2016
"['Adventure', 'Casual', 'Indie']",Endorlight,2.99,428430,Unika Games,2016
"['Indie', 'Simulation', 'Strategy']",Big Pharma: Marketing and Malpractice,5.99,458640,Twice Circled,2016
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - 5E: Primeval Thule Campaign Setting,19.99,466250,"SmiteWorks USA, LLC",2016
['Adventure'],King's Quest - Chapter 3: Once Upon a Climb,9.99,360280,The Odd Gentlemen,2016
"['Casual', 'Simulation']",Rocksmith® 2014 – Crobot - “Nowhere to Hide”,2.99,436608,Ubisoft - San Francisco,2016
"['Casual', 'Simulation']",Rocksmith® 2014 – Crobot - “Legend of the Spaceborne Killer”,2.99,436609,Ubisoft - San Francisco,2016
"['Casual', 'Simulation']",Rocksmith® 2014 – Crobot - “Fly on the Wall”,2.99,436610,Ubisoft - San Francisco,2016
"['Casual', 'Simulation']",Rocksmith® 2014 – Crobot Song Pack,7.99,436611,Ubisoft - San Francisco,2016
['Strategy'],Hyperdevotion Noire: Ultimate Noire Set,0.99,426920,"Idea Factory,Compile Heart,Sting",2016
"['RPG', 'Strategy']",Hyperdevotion Noire: Goddess Black Heart (Neptunia),29.99,415480,"Idea Factory,Compile Heart,Sting",2016
['Strategy'],Hyperdevotion Noire: Ultimate Blanc Set,0.99,426922,"Idea Factory,Compile Heart,Sting",2016
['Strategy'],Hyperdevotion Noire: Ultimate Neptune Set,0.99,426921,"Idea Factory,Compile Heart,Sting",2016
['Strategy'],Hyperdevotion Noire: Ultimate Vert Set,0.99,426923,"Idea Factory,Compile Heart,Sting",2016
['Strategy'],Hyperdevotion Noire: Ultimate Lee-Fi Set,0.99,426924,"Idea Factory,Compile Heart,Sting",2016
"['Casual', 'Free to Play', 'Simulation']",One Thousand Lies Soundtrack,0.0,464810,Keinart Lobre,2016
"['Action', 'Indie']",Depth - Specimen 7 Tiger Skin,5.99,456050,Digital Confectioners,2016
['Free to Play'],The Panic Room,0.0,436160,NIKITA ONLINE,2016
['Strategy'],Hyperdevotion Noire: Ultimate Lid Set,0.99,426925,"Idea Factory,Compile Heart,Sting",2016
"['Action', 'Adventure', 'Indie', 'RPG']",The East New World,4.99,462950,TEN10 Games,2016
"['Adventure', 'Indie']",Wailing Heights,9.99,443650,Outsider Games,2016
['Adventure'],Wailing Heights - Original Soundtrack and PDF Comic Artbook,4.99,465210,Outsider Games,2016
"['Action', 'Adventure', 'Indie']",Epistory - Original Soundtrack,4.99,458530,Fishing Cactus,2016
['Action'],Ori and the Blind Forest: Definitive Edition,19.99,387290,Moon Studios GmbH,2016
['Action'],Ori and the Blind Forest (Original Soundtrack),9.99,465980,Moon Studios GmbH,2016
['Action'],Ori and the Blind Forest (Additional Soundtrack),0.0,466390,Moon Studios GmbH,2016
"['Action', 'Indie']",Rot Gut - OST,1.99,465691,Shotgun Surgeon,2016
"['Action', 'Indie', 'Strategy']",Awesomenauts - 8-Bit Yoolip Skin,7.99,387984,Ronimo Games,2016
"['Adventure', 'Casual', 'Indie', 'RPG']",The Orphan Dreams,3.99,456440,Tayfun Tuna,2016
"['Casual', 'Indie', 'Simulation', 'Strategy']",Townopolis,3.99,462730,Lonely Troops,2008
"['Adventure', 'Casual', 'Indie', 'RPG']",The Orphan Dreams Soundtrack,0.99,463200,Tayfun Tuna,2016
"['Indie', 'Simulation', 'Sports', 'Strategy', 'Early Access']",Snooker Nation Championship,4.99,458830,Cherry Pop Games,2016
"['Action', 'Indie', 'Strategy']",Emerge: Cities of the Apocalypse,7.99,457600,vdweller,2016
"['Action', 'Casual']",PICO PARK,4.99,461040,TECOPARK,2016
['Action'],Block N Load Theme Music,2.99,367890,Jagex,2015
"['Action', 'Indie', 'Strategy']",Awesomenauts - Skree Announcer,4.49,399836,Ronimo Games,2016
"['Action', 'Adventure', 'Casual']",Abandoned Knight,2.99,444790,Daniil Hasanov,2016
"['Adventure', 'Indie']",NORTH,1.99,461890,Outlands,2016
"['Action', 'Casual', 'Indie', 'Simulation']",State of Anarchy,0.99,463210,Lapovich,2016
"['Indie', 'Simulation', 'Strategy']",Falling Stars: War of Empires,19.99,439960,Riveted Games,2016
['Adventure'],Root Double -Before Crime * After Days- Xtend Edition,34.99,438130,"Yeti,Regista",2016
['Sports'],BASEBALL STARS 2,7.99,366230,"SNK CORPORATION,DotEmu",2016
"['Action', 'Indie']",Missileman Origins,1.99,461280,Ryan Silberman,2017
['Simulation'],Train Simulator: DB BR 648 Loco Add-On,19.99,376945,Dovetail Games,2016
"['Audio Production', 'Software Training', 'Utilities']",CyberLink AudioDirector 6,99.99,435740,CyberLink,2016
"['Casual', 'Indie', 'Strategy']",Boss Monster,4.99,362350,Plain Concepts Corp,2016
"['Adventure', 'Indie']",Steamroll - Original Soundtrack,0.0,465730,Anticto,2016
"['Action', 'Massively Multiplayer']",Hero Battle,0.99,463000,Wang Liwen,2016
"['Indie', 'Simulation', 'Strategy']",Offworld Trading Company,19.99,271240,Mohawk Games,2016
"['Indie', 'Strategy', 'Early Access']",Avalon Lords: Dawn Rises,0.0,329280,Animus Interactive Inc,2016
"['Action', 'Casual', 'Simulation']",Blaster Simulator,4.99,446450,United Independent Entertainment GmbH,2016
"['Indie', 'Simulation', 'Strategy']",Offworld Trading Company - Real Mars Map Pack DLC,2.99,461130,Mohawk Games,2016
"['Indie', 'Simulation', 'Strategy']",Offworld Trading Company - Soundtrack DLC,9.99,462280,Mohawk Games,2016
['Simulation'],FSX: Steam Edition - Northrop T-38A Talon Add-On,39.99,433745,Military Visualisations,2016
"['Sports', 'Strategy', 'Early Access']",Ultimate Fight Manager 2016,14.99,454560,"Snowfall,Night Node Software",2016
"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG']",Hero Siege - Zombie Hunter (Skin),4.99,465600,"Elias Viglione,Jussi Kukkonen",2016
"['Action', 'Casual', 'Indie', 'Early Access']",Bunny Bash,15.99,340680,DarkArts Studios,2016
"['Indie', 'Simulation', 'Strategy']",Airline Director 2 - Tycoon Game,4.99,462830,Joona Vartiainen,2016
['Simulation'],FSX: Steam Edition - YF-23 Black Widow II Add-On,12.99,433746,Military Visualisations,2016
"['Adventure', 'Indie']",The Detail Episode 3 - Devil in The Detail,3.99,436430,Rival Games Ltd,2016
"['Action', 'Adventure', 'Indie']",Back in 1995,9.99,433380,Throw the warped code out,2016
"['Action', 'Adventure', 'Indie', 'RPG']",Pharaonic,14.99,386080,Milkstone Studios,2016
"['Action', 'Casual', 'Indie']",Vega Tank,4.99,442860,Vega Play,2016
"['Adventure', 'Indie']",N.E.R.O.: Nothing Ever Remains Obscure,14.99,377480,Storm in a Teacup,2016
"['Action', 'Adventure', 'Indie']",Cubium Dreams,3.99,448260,Igrodelsky,2016
"['Action', 'Indie']",City Z - Soundtrack,0.99,465610,Little Cloud Games,2016
"['Action', 'Casual']",Mr Nibbles Forever,0.99,448050,Epic Shrimp,2016
"['Adventure', 'Indie']",Hare In The Hat: The Abyss,0.99,460890,RunServer,2016
"['Casual', 'Indie']",Puzzle Galaxies,0.99,463710,Evermore Game Studios,2016
"['Action', 'Casual', 'Indie']",Zombillie,4.99,456810,Forever Entertainment S. A.,2016
"['Casual', 'Indie', 'Strategy']",Abrix the robot - bonus soundtrack DLC,0.99,465340,EJRGames,2016
"['Animation &amp; Modeling', 'Audio Production', 'Software Training', 'Utilities', 'Video Production']",ScriptVOX Studio,29.99,441850,Screaming Bee,2016
"['Indie', 'Simulation', 'Strategy']",Life in Bunker Soundtrack,1.99,436460,Flox Studios Ltd.,2016
"['Free to Play', 'Indie', 'RPG', 'Strategy']",Immortal Empire - Starter Pack 1,14.99,465830,Tactic Studios Inc.,2016
"['Free to Play', 'Indie', 'RPG', 'Strategy']",Immortal Empire - Starter Pack 2,14.99,465831,Tactic Studios Inc.,2016
"['Indie', 'Simulation', 'Strategy']",CitiesCorp Concept - Build Everything on Your Own,19.99,446010,SaintWorks,2016
['Adventure'],OZMAFIA!!,34.99,303290,Poni-Pachet SY,2016
"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",OH! GUIDE!,1.99,464720,RosePortal Games,2016
"['Action', 'Indie', 'RPG']",Crypt of the NecroDancer Extended Soundtrack 2,4.99,467300,Brace Yourself Games,2016
"['Adventure', 'Casual', 'Indie']",The Pit And The Pendulum,3.99,463050,"Paper Pirates,Sokolab",2016
"['Casual', 'RPG']",Aselia the Eternal -The Spirit of Eternity Sword-,14.99,445420,Xuse,2011
"['Action', 'Indie', 'Strategy']",Squad - Original Soundtrack Vol. 1 &amp; 2,6.99,453400,Offworld Industries,2016
"['Adventure', 'Indie', 'RPG', 'Simulation']",Melting Hearts: Our Love Will Grow 2,4.99,459020,John Wizard,2016
"['Casual', 'RPG']",Aselia the Eternal Soundtrack,7.99,465320,Xuse,2016
['Casual'],Secret Of The Royal Throne,6.99,464630,Apar Games,2016
"['Action', 'Casual', 'Indie']",Experience,1.99,463040,Hipix Studio,2016
"['Action', 'Indie', 'RPG', 'Early Access']",Event Horizon,5.99,465000,Pavel Zinchenko,2016
"['Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG']",Atulos Online,0.0,449470,Parallaxian Pty Ltd,2016
"['Indie', 'Early Access']",Sector Six,9.99,465020,Aivaras Klimas,2016
"['Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG']",Atulos Online - Premier Edition,4.99,463360,Unknown,2016
"['Action', 'Casual', 'Indie', 'Sports', 'Early Access']",Hover Cubes: Arena,14.99,396700,Gametology,2016
"['Action', 'Indie']",Wicce,4.99,465130,Alpheratz*,2016
"['Action', 'Indie']",Insane Insects: The Inception,9.99,443070,Bad Cast games,2016
"['Action', 'Casual', 'Free to Play', 'Indie', 'Sports', 'Early Access']",Supraball,0.0,321400,Supra Games,2016
"['Free to Play', 'Indie', 'RPG', 'Strategy']",Immortal Empire - Adventurer Pack,29.99,465832,Tactic Studios Inc.,2016
"['Adventure', 'Casual', 'Indie']",Pitfall Planet,9.99,464900,Bonfire Games,2016
"['Adventure', 'Indie']",Kathy Rain,14.99,370910,Clifftop Games,2016
"['Action', 'Indie']",Fleeting Ages,1.99,373880,R&amp;G Software,2016
"['Adventure', 'Indie']",The Grandfather,0.99,433750,"Mikeypoo's Games,David Szymanski",2016
"['Casual', 'Indie']",Fragments of Him,9.99,428540,Sassybot,2016
"['Casual', 'Simulation']",Rocksmith® 2014 – Rise Against Song Pack II,11.99,436617,Ubisoft - San Francisco,2016
"['Casual', 'Simulation']",Rocksmith® 2014 – Rise Against - “Re-Education (Through Labor)”,2.99,436612,Ubisoft - San Francisco,2016
"['Casual', 'Simulation']",Rocksmith® 2014 – Rise Against - “Audience of One”,2.99,436614,Ubisoft - San Francisco,2016
"['Casual', 'Simulation']",Rocksmith® 2014 – Rise Against - “Help Is On The Way”,2.99,436613,Ubisoft - San Francisco,2016
"['Casual', 'Simulation']",Rocksmith® 2014 – Rise Against - “Paper Wings”,2.99,436616,Ubisoft - San Francisco,2016
"['Casual', 'Simulation']",Rocksmith® 2014 – Rise Against - “Ready to Fall”,2.99,436615,Ubisoft - San Francisco,2016
"['Indie', 'Simulation', 'Sports', 'Strategy']",Jack Nicklaus Perfect Golf,34.99,288140,PERFECT PARALLEL,2016
"['Action', 'Adventure']",LEGO® MARVEL's Avengers DLC -Classic Black Panther Pack,2.99,449390,"Traveller's Tales,TT Games,Feral Interactive (Mac)",2016
"['Action', 'Indie']",Share,4.99,448020,HFM Games,2016
['Action'],Battleborn,0.0,394230,Gearbox Software,2016
['Action'],Shadow Complex Remastered,14.99,385560,ChAIR Entertainment,2016
"['Indie', 'Simulation', 'Strategy']",Influent DLC - हिन्दी [Learn Hindi],4.99,435519,Rob Howland,2016
"['Education', 'Software Training']",Hazard Perception Test UK 2016/17 Bundle - Driving Test Success,19.99,452950,Imagitech,2016
"['Indie', 'Simulation', 'Early Access']",Parkitect,19.99,453090,Texel Raptor,2016
"['Action', 'Indie']",UTOPIA 9 - A Volatile Vacation,11.99,405000,Whalegun,2016
"['Action', 'Adventure', 'Indie', 'Strategy']",Planet R-12,4.99,408110,"Timushev Vladimir,Composer-Motorin Dmitry (Djinotan)",2016
"['Casual', 'Indie']",Hyposphere,2.99,461880,Atum Software,2016
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - 5E: The Crypt of the Sun Lord,6.99,468520,"SmiteWorks USA, LLC",2016
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - 5E: Devil of Dark Wood,6.99,468610,"SmiteWorks USA, LLC",2016
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - 5E: Tarin's Crown,5.99,471310,"SmiteWorks USA, LLC",2016
"['Action', 'Casual', 'Indie']",Galaxy Cannon Rider,9.99,461580,Coolegion,2016
"['Action', 'Free to Play', 'Indie', 'Massively Multiplayer']",StarBreak,0.0,420790,Crunchy Games,2016
"['Casual', 'Free to Play', 'RPG']",Legionwood 1: Tale of the Two Swords,0.0,461820,Dark Gaia Studios,2016
"['Casual', 'Simulation']",Rocksmith® 2014 – Of Monsters and Men - “Little Talks”,2.99,436619,Ubisoft - San Francisco,2016
"['Casual', 'Simulation']",Rocksmith® 2014 – Variety Song Pack I,9.99,436622,Ubisoft - San Francisco,2016
"['Simulation', 'Strategy']",TransOcean 2: Rivals,24.99,350110,Deck13 Hamburg,2016
"['Action', 'Adventure']","LEGO® MARVEL's Avengers DLC - All-New, All-Different Doctor Strange Pack",2.99,449391,"Traveller's Tales,TT Games,Feral Interactive (Mac)",2016
"['Adventure', 'Indie', 'Strategy']",March of the Living - Soundtrack,1.99,470230,"Benedict Nichols,Machine 22",2016
"['Action', 'Casual', 'Indie']",Assassins vs Pirates,7.99,425150,DEADBIT,2016
"['Casual', 'Simulation']",Rocksmith® 2014 – The Presidents of the United States of America - “Peaches”,2.99,436618,Ubisoft - San Francisco,2016
"['Casual', 'Simulation']",Rocksmith® 2014 – Nazareth - “Hair of the Dog”,2.99,436621,Ubisoft - San Francisco,2016
"['Casual', 'Simulation']",Rocksmith® 2014 – Arch Enemy - “Nemesis”,2.99,436620,Ubisoft - San Francisco,2016
"['Action', 'Adventure', 'Indie']",Dungeon of Zolthan,0.99,463220,Robert Alvarez,2016
"['Action', 'Indie']",I and Me Original Soundtrack,0.0,471450,Wish Fang,2016
"['Adventure', 'Indie']",OddPlanet,6.99,465930,Indievision,2016
"['Action', 'Casual', 'Indie']",Super Mega Neo Pug,0.99,469730,"SnowFlame,Back To Basics Gaming",2016
['Adventure'],Blues and Bullets - Episode 2,4.99,384380,A Crowd of Monsters,2015
"['Action', 'Indie', 'Racing', 'Early Access']",SUPER IMPOSSIBLE ROAD,12.99,444670,WONDERFUL LASERS,2016
"['Adventure', 'Indie', 'RPG']",The Deed: Dynasty,2.99,460960,Pilgrim Adventures,2016
"['Indie', 'RPG']",GOD's DEATH,3.99,466580,Marco Tancredi,2016
"['Action', 'Indie', 'Strategy']",Natural Selection 2 - Shadow Fade,4.99,471240,Unknown Worlds Entertainment,2016
"['Adventure', 'Casual', 'Indie']",Impossible Geometry,1.99,406670,"Burnin Ape,Onivia Games",2016
"['Casual', 'Indie', 'Racing']",Riff Racer - Race Your Music!,9.99,351990,FOAM Entertainment,2016
['Simulation'],Train Simulator: Clear Creek Narrow Gauge Route Add-On,39.99,325976,Milepost Simulations,2016
"['Action', 'Casual', 'Indie', 'Racing', 'Simulation', 'Sports']",VRC PRO Deluxe Off-road tracks 3,9.99,453060,Virtual Racing Industries Ltd.,2016
"['Action', 'Adventure', 'Casual', 'Indie', 'Strategy']",Neon Space,0.99,468490,Just1337 Studio,2016
"['Adventure', 'Indie']",Grimsfield,3.99,447000,Adam Wells,2016
"['Action', 'Indie']",Rocket Fist,4.99,413500,"Daniel Snd,Thiago Adamo,Bitten Toast Games Inc.",2016
"['Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG', 'Strategy']",WAKFU - Ogrest Anime Pack,19.99,451110,Ankama Studio,2016
['RPG'],FINAL FANTASY X/X-2 HD Remaster,29.99,359870,Square Enix,2016
"['Casual', 'Simulation', 'Strategy']",New Yankee in Santa's Service,4.99,462580,Rionix,2016
"['Action', 'Indie']",Neon Drive,9.99,433910,Fraoula,2016
"['Adventure', 'Casual']",Princess Isabella: The Rise of an Heir,9.99,466490,"Gogii Games,World-Loom",2016
"['Action', 'Indie']",Insincere,3.99,467000,Astronomic Games,2016
"['Action', 'Adventure', 'Casual', 'Indie']",Mini's Magic World,6.99,449420,Magory.net,2016
['Strategy'],XCOM 2: Alien Hunters,9.99,433090,"Firaxis,Feral Interactive (Mac),Feral Interactive (Linux)",2016
"['Action', 'Adventure', 'Casual', 'Indie']",Mini's Magic World - Soundtrack,2.99,470770,Magory.net,2016
"['Action', 'Adventure', 'RPG']",Goliath - Original Soundtrack,4.99,433200,Whalebox Studio,2016
"['Action', 'Adventure', 'Indie', 'RPG']",Goliath,11.99,363520,Whalebox Studio,2016
['Indie'],Summit Kragg Promo,1.99,456600,Dan Fornace,2016
"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'Simulation']",Madness Cubed,2.99,453270,nobodyshot,2016
"['Action', 'Adventure', 'RPG']",FIVE: Guardians of David Comics,0.0,466380,Kingdom Games,2016
"['Free to Play', 'Indie', 'Massively Multiplayer', 'Strategy']",Spellweaver - Vampire Overlord Deck,4.99,464330,Dream Reactor,2016
['Adventure'],The House in Fata Morgana,24.99,303310,Novectacle,2016
"['Free to Play', 'Indie', 'Massively Multiplayer', 'Strategy']",Spellweaver - Soldier Reverence Deck,4.99,465230,Dream Reactor,2016
['Adventure'],The House in Fata Morgana Original Soundtrack,11.99,458790,Novectacle,2013
"['Action', 'Adventure', 'Indie', 'RPG']",Sins Of The Demon RPG,1.99,461640,Chandler Rounsley,2016
"['Casual', 'Indie', 'Strategy']",Autumn,2.99,473520,Nuno Donato,2014
"['Action', 'Adventure', 'Casual', 'Indie']",Gal-X-E,1.99,473510,NodziGames,2016
"['Action', 'Casual', 'Indie']",SMASHING THE BATTLE,11.99,467930,STUDIO HG,2016
"['Free to Play', 'Massively Multiplayer', 'RPG', 'Strategy']",Forge of Gods: Spring Rush Pack,24.99,462660,Panoramik Inc,2016
"['Action', 'Indie', 'Racing', 'Simulation', 'Sports']",Race &amp; Destroy,1.99,466210,AngryAngelGames,2016
"['Animation &amp; Modeling', 'Design &amp; Illustration', 'Education', 'Software Training', 'Utilities']",The Official AppGameKit Tier 2 Starter's Guide,14.99,473430,"Digital Skills,The Game Creators",2016
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Call of Cthulhu: Secrets of San Francisco,13.99,471250,"SmiteWorks USA, LLC",2016
"['Casual', 'Indie']",Evo Explores,3.99,467210,Kyrylo Kuzyk,2016
"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG']",The Center - ARK Expansion Map,0.0,473850,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC",2016
"['Action', 'Adventure']",Homefront®: The Revolution,29.99,223100,Dambuster Studios,2016
"['Action', 'Indie', 'RPG']",Salt and Sanctuary,17.99,283640,Ska Studios,2016
"['Indie', 'RPG', 'Strategy']",Overfall,14.99,402310,Pera Games,2016
"['Action', 'Adventure']",Homefront®: The Revolution - Expansion Pass,14.99,445990,Dambuster Studios,2016
"['Action', 'Adventure']",LEGO® MARVEL's Avengers DLC - Marvel’s Agents of S.H.I.E.L.D. Pack,2.99,449392,"Traveller's Tales,TT Games,Feral Interactive (Mac)",2016
"['Casual', 'Free to Play', 'Indie', 'Simulation']",AdVenture Capitalist - Savvy Investor Bundle,9.99,471650,Hyper Hippo Games,2016
"['Action', 'Casual', 'Indie', 'Strategy']",Cosmic Dust &amp; Rust,0.99,473560,16bit Nights,2016
"['Casual', 'Indie', 'Early Access']",TribeQuest: Red Killer,0.99,388830,IOZO GAMES,2016
['Action'],SHOCK TROOPERS,7.99,366270,"SNK CORPORATION,DotEmu",2016
"['Casual', 'Indie', 'Simulation', 'Strategy']",Romopolis,3.99,471170,Lonely Troops,2009
"['Indie', 'Strategy']",Duskers,19.99,254320,Misfits Attic,2016
"['Adventure', 'Strategy']",htoL#NiQ: The Firefly Diary / htoL#NiQ-ホタルノニッキ-,9.99,368640,"Nippon Ichi Software, Inc.",2016
"['Adventure', 'Indie', 'RPG', 'Simulation']",Shoppe Keep - Original Soundtrack,4.99,473090,Arvydas Žemaitis,2016
['Strategy'],Sengoku Jidai – Genko MP skirmishes,1.99,461935,Byzantine Games,2016
"['Action', 'Indie']",Arkshot,4.99,468800,Code Avarice,2016
"['Action', 'Indie', 'Strategy']",Retool OST,3.99,463610,Hut 90,2016
['Strategy'],Wargame Red Dragon - Nation Pack: Netherlands,5.99,443730,Eugen Systems,2016
"['Action', 'Indie', 'Strategy']",Retool,7.99,463440,Hut 90,2016
"['Casual', 'Free to Play', 'Strategy']",Bitardia Cards: Memes of 2ch,0.0,448310,varlamov5264,2016
"['Action', 'Adventure', 'Massively Multiplayer', 'RPG', 'Simulation', 'Strategy']",Elite Dangerous: Commander Pack,11.99,475180,Frontier Developments,2016
"['Action', 'Adventure', 'Indie', 'Simulation']",GiAnt - A GiAnt Soundtrack,2.99,472630,Wreck Tangle Games,2016
"['Indie', 'Strategy']",One Troll Army: Costume Sets,1.99,453620,FlyAnvil,2016
"['Action', 'Adventure', 'Indie']",Systematic Immunity,6.99,395100,Felix Wunderlich,2016
"['Action', 'Adventure', 'Indie', 'Racing', 'Sports', 'Strategy']",GROOVY,3.99,372490,SGS Team,2016
"['Action', 'Adventure', 'Indie']",Systematic Immunity OST,0.99,477830,Felix Wunderlich,2016
"['Adventure', 'Indie']",The Grandfather - Short Film and Desktop Wallpapers,0.0,466960,"MPR ART Hallucinations,David Szymanski",2016
['Simulation'],FSX: Steam Edition - Treasure Hunt Add-On,16.99,343961,Jane Rachel Whittaker,2016
"['Adventure', 'Casual', 'Indie', 'RPG']",A Princess' Tale,3.99,461380,Warfare Studios,2016
"['Design &amp; Illustration', 'Photo Editing']",FireAlpaca SE,39.99,458750,PGN Inc,2016
"['Action', 'Adventure', 'Casual', 'Indie', 'RPG']",Survive in Space,4.99,467950,Just1337 Studio,2016
"['Adventure', 'Indie', 'RPG']",Detective Hunt - Crownston City PD,4.99,464240,pixepob,2016
"['Action', 'Indie']",METAGAL,3.99,467850,RetroRevolution,2016
['Indie'],Panda Maypul,1.99,470691,Dan Fornace,2016
"['Action', 'Indie']",PixBit,1.99,466790,Hipix Studio,2016
"['Action', 'Casual', 'Indie']",Genesis of Drones,0.99,364880,Chris Mailloux,2016
"['Action', 'Indie', 'Strategy']",Soulcaster: Part I &amp; II,4.99,460970,MagicalTimeBean,2011
"['Casual', 'Indie']",Grandpa's Table,4.99,471570,Kivano,2016
"['Casual', 'Indie', 'Simulation']",Bridge Constructor Trains - Expansion Pack,2.99,463810,ClockStone,2016
"['Action', 'Adventure']",LEGO® MARVEL's Avengers DLC - Spider-Man Character Pack,0.0,449394,"Traveller's Tales,TT Games,Feral Interactive (Mac)",2016
"['Adventure', 'Casual']",Off the Record: The Linden Shades Collector's Edition,9.99,466020,Eipix Entertainment,2016
"['Adventure', 'Indie', 'Strategy']",The Mahjong Huntress,4.99,474910,Nawia Games,2016
"['Free to Play', 'Massively Multiplayer', 'Strategy']",Age of Cavemen,0.0,454600,Fuero Games,2016
"['Indie', 'Simulation']",The Dolls: Reborn,4.99,473670,HUSH Interactive,2016
"['Casual', 'Simulation']",Rocksmith® 2014 – Chevelle - “The Red”,2.99,436627,Ubisoft - San Francisco,2016
"['Casual', 'Simulation']",Rocksmith® 2014 – Chevelle - “Vitamin R (Leading Us Along)”,2.99,436629,Ubisoft - San Francisco,2016
"['Casual', 'Simulation']",Rocksmith® 2014 – Chevelle - “Hats Off to the Bull”,2.99,436628,Ubisoft - San Francisco,2016
"['Casual', 'Simulation']",Rocksmith® 2014 – Chevelle Song Pack,7.99,436630,Ubisoft - San Francisco,2016
"['Action', 'Adventure', 'Casual', 'Indie', 'RPG']",Warriors' Wrath,2.99,466420,Storm Sharks Production,2016
['Strategy'],Panzer Corps: U.S. Corps '43,4.99,452981,"Flashback Games,The Lordz Games Studio",2016
['Strategy'],Panzer Corps: U.S. Corps '44-'45,4.99,452982,"Flashback Games,The Lordz Games Studio",2016
"['Action', 'Adventure', 'Casual', 'Indie', 'Racing', 'Simulation']",OmniBus,9.99,415740,"Buddy Cops, LLC",2016
"['Action', 'Indie', 'Early Access']",Gamma Bros 1.5,4.99,436470,Pixeljam,2016
"['Action', 'Adventure']",Ghrian,4.99,472740,GHRIAN STUDIO,2016
"['Simulation', 'Strategy']",Power &amp; Revolution,49.99,467520,Eversim,2016
"['Action', 'Indie', 'RPG']",Sunken,9.99,405960,Hit the Crow,2015
"['Adventure', 'Casual', 'Indie']",A Long Way Home,1.99,461030,Jonathan Mulcahy,2016
"['Casual', 'Indie']",Forgotten Tales: Day of the Dead,9.99,453770,Green Sauce Games,2016
"['Action', 'Adventure', 'Indie', 'RPG']",Vairon's Wrath,12.99,453320,Myoubouh Corp,2016
"['Action', 'Indie']",Hyper Bounce Blast,4.99,407940,Flump Studios,2016
['Indie'],Until I Have You OST,0.0,473660,Wormwood Studios,2016
"['Adventure', 'Indie', 'Strategy']",The Incredible Baron,4.99,441510,FlatRedBall,2016
"['Indie', 'RPG', 'Strategy']",WizardCraft,7.99,451900,David Mccue,2016
"['Adventure', 'Indie']",BUDDY,9.99,478210,Hoshko,2016
"['Action', 'Adventure']",Call of Duty®: Black Ops III - C.O.D.E. Valor Calling Cards,3.99,470190,Treyarch,2016
"['Indie', 'Strategy']",War for the Overworld - Heart of Gold Expansion,7.99,363990,Brightrock Games,2016
"['Adventure', 'Casual', 'Indie']",ZeGame,4.99,437520,"Jesper The End,Selle Sellink,New Hansen",2016
"['Casual', 'Indie']",Idling to Rule the Gods,0.0,466170,Shugasu UG,2016
['Simulation'],DCS: SA342M Gazelle,49.99,411910,Polychop Simulations,2016
"['Free to Play', 'Indie', 'Strategy']",Istrolid - Paint Job,9.99,472490,treeform,2016
"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']",The HinterLands,2.99,454260,Ackmi,2016
"['Action', 'Adventure', 'Indie', 'RPG']",Diib's Dilemma,1.99,473840,Random Thoughts Enterainment,1999
